openalex_id,doi,title,publication_year,publication_date,type,language,is_oa,oa_status,venue_name,venue_type,venue_issn_l,publisher,cited_by_count,referenced_works_count,n_authors,author_names,author_orcids,corresponding_authors,institution_rors,institution_names,countries,topic_displays,topic_fields,domains,software_comentions
https://openalex.org/W2025274940,https://doi.org/10.1093/molbev/msu252,"Investigating the Path of Plastid Genome Degradation in an Early-Transitional Clade of Heterotrophic Orchids, and Implications for Heterotrophic Angiosperms",2014,2014-08-28,article,en,true,bronze,Molecular Biology and Evolution,journal,0737-4038,Oxford University Press,241,97,7,Craig F. Barrett; John V. Freudenstein; Jeff Li; Dustin Mayfield‐Jones; Leticia Perez; J. Chris Pires; Cristian Derois Santos,https://orcid.org/0000-0001-8870-3672; https://orcid.org/0000-0001-9410-0624; https://orcid.org/0000-0002-2949-7044; https://orcid.org/0000-0001-9682-2639,Craig F. Barrett,https://ror.org/0294hxs80; https://ror.org/02ymw8z06,California State University Los Angeles; University of Missouri,US,Plant Parasitism and Resistance; Plant and Fungal Species Descriptions; Photosynthetic Processes and Mechanisms,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences,
https://openalex.org/W2109293841,https://doi.org/10.1111/syen.12138,Phylogeny and classification of <scp>C</scp> ucujoidea and the recognition of a new superfamily <scp>C</scp> occinelloidea ( <scp>C</scp> oleoptera: <scp>C</scp> ucujiformia),2015,2015-08-06,article,en,false,closed,Systematic Entomology,journal,0307-6970,Wiley,222,90,12,James A. Robertson; Adam Ślipiński; Matthew J. Moulton; Floyd W. Shockley; Adriano Giorgi; Nathan P. Lord; Duane D. McKenna; Wioletta Tomaszewska; Juanita A. Forrester; Kelly B. Miller; Michael F. Whiting; Joseph V. McHugh,https://orcid.org/0000-0002-8534-5694; https://orcid.org/0000-0002-1216-8068; https://orcid.org/0000-0003-0228-7669; https://orcid.org/0000-0002-4622-2210; https://orcid.org/0000-0002-2117-2376; https://orcid.org/0000-0002-7823-8727; https://orcid.org/0000-0002-3992-8282; https://orcid.org/0009-0004-1093-4066; https://orcid.org/0000-0003-1157-888X; https://orcid.org/0000-0002-7954-6254,James A. Robertson,https://ror.org/03m2x1q45; https://ror.org/00te3t702; https://ror.org/03qn8fb07; https://ror.org/00c8nx045; https://ror.org/047rhhm47; https://ror.org/01pp8nd67; https://ror.org/00cz47042; https://ror.org/03q9sr818; https://ror.org/01cq23130; https://ror.org/00r9k8q20; https://ror.org/01dr6c206; https://ror.org/05enrfh93; https://ror.org/05fs6jp91; https://ror.org/00narfz77; https://ror.org/03njb3j41,University of Arizona; University of Georgia; Commonwealth Scientific and Industrial Research Organisation; Australian National Insect Collection; Brigham Young University; Smithsonian Institution; National Museum of Natural History; Universidade Federal do Pará; University of Memphis; Museum and Institute of Zoology; Polish Academy of Sciences; Chattahoochee Technical College; University of New Mexico; New Mexico Museum of Natural History and Science; Southwestern College - New Mexico,US; AU; BR; PL,Coleoptera Taxonomy and Distribution; Coleoptera: Cerambycidae studies; Forest Insect Ecology and Management,Agricultural and Biological Sciences; Agricultural and Biological Sciences; Environmental Science,Physical Sciences; Life Sciences,
https://openalex.org/W2140513367,https://doi.org/10.1371/journal.pone.0130127,"Phylogeny of Dictyoptera: Dating the Origin of Cockroaches, Praying Mantises and Termites with Molecular Data and Controlled Fossil Evidence",2015,2015-07-22,article,en,true,gold,PLoS ONE,journal,1932-6203,Public Library of Science,217,167,6,Frédéric Legendre; André Nel; Gavin J. Svenson; Tony Robillard; Roseli Pellens; Philippe Grandcolas,https://orcid.org/0000-0001-5900-8048; https://orcid.org/0000-0002-4241-7651; https://orcid.org/0000-0003-0207-6458; https://orcid.org/0000-0002-2177-9549; https://orcid.org/0000-0002-2996-3957; https://orcid.org/0000-0003-1374-1222,Frédéric Legendre,https://ror.org/04b8x5a95,Cleveland Museum of Natural History,US,Fossil Insects in Amber; Plant and animal studies; Insect and Arachnid Ecology and Behavior,"Agricultural and Biological Sciences; Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences,
https://openalex.org/W2790896447,https://doi.org/10.1038/s41559-018-0494-6,Explosive diversification of marine fishes at the Cretaceous–Palaeogene boundary,2018,2018-03-08,article,en,false,closed,Nature Ecology & Evolution,journal,2397-334X,Nature Portfolio,216,60,9,Michael E. Alfaro; Brant C. Faircloth; Richard Harrington; Laurie Sorenson; Matt Friedman; Christine E. Thacker; Carl H. Oliveros; David Černý; Thomas J. Near,https://orcid.org/0000-0002-8898-8230; https://orcid.org/0000-0002-1943-0217; https://orcid.org/0000-0002-2199-9015; https://orcid.org/0000-0002-0114-7384; https://orcid.org/0000-0002-0700-734X; https://orcid.org/0000-0002-3356-246X; https://orcid.org/0000-0002-3669-5823; https://orcid.org/0000-0002-7398-6670,Michael E. Alfaro,https://ror.org/046rm7j60; https://ror.org/05ect4e57; https://ror.org/02vtdx988; https://ror.org/03v76x132; https://ror.org/052gg0110; https://ror.org/00jmfr291; https://ror.org/00xt7wr93; https://ror.org/00p9h0053; https://ror.org/03thb3e06,"University of California, Los Angeles; Louisiana State University; Houston Museum of Natural Science; Yale University; University of Oxford; University of Michigan; Michigan Institute of Urology; Natural History Museum of Los Angeles County; American Museum of Natural History",US; GB,Paleontology and Evolutionary Biology; Ichthyology and Marine Biology; Evolution and Paleontology Studies,Earth and Planetary Sciences; Environmental Science; Earth and Planetary Sciences,Physical Sciences,
https://openalex.org/W2313896404,https://doi.org/10.1038/srep17418,Origin of marine planktonic cyanobacteria,2015,2015-12-01,article,en,true,gold,Scientific Reports,journal,2045-2322,Nature Portfolio,214,72,1,Patricia Sánchez‐Baracaldo,https://orcid.org/0000-0002-5216-2664,Patricia Sánchez‐Baracaldo,https://ror.org/0524sp257,University of Bristol,GB,Paleontology and Stratigraphy of Fossils; Microbial Community Ecology and Physiology; Methane Hydrates and Related Phenomena,Earth and Planetary Sciences; Environmental Science; Environmental Science,Physical Sciences,
https://openalex.org/W1978295683,https://doi.org/10.1111/j.1365-3113.2010.00536.x,Molecular phylogeny of the Calyptratae (Diptera: Cyclorrhapha) with an emphasis on the superfamily Oestroidea and the position of Mystacinobiidae and McAlpine's fly,2010,2010-08-05,article,en,true,bronze,Systematic Entomology,journal,0307-6970,Wiley,212,149,4,Sujatha Narayanan Kutty; Thomas Pape; Brian M. Wiegmann; Rudolf Meier,https://orcid.org/0000-0002-7485-977X; https://orcid.org/0000-0001-6609-0609; https://orcid.org/0000-0002-1869-9759; https://orcid.org/0000-0002-4452-2885,Rudolf Meier,https://ror.org/01tgyzw49; https://ror.org/035b05819; https://ror.org/0166x0j30; https://ror.org/04tj63d06,National University of Singapore; University of Copenhagen; Natural History Museum Aarhus; North Carolina State University,SG; DK; US,Diptera species taxonomy and behavior; Insect behavior and control techniques; Fossil Insects in Amber,Agricultural and Biological Sciences; Agricultural and Biological Sciences; Agricultural and Biological Sciences,Life Sciences,
https://openalex.org/W2069726461,https://doi.org/10.1371/journal.pone.0045523,Evolutionary History of Assassin Bugs (Insecta: Hemiptera: Reduviidae): Insights from Divergence Dating and Ancestral State Reconstruction,2012,2012-09-28,article,en,true,gold,PLoS ONE,journal,1932-6203,Public Library of Science,204,95,2,Wei Song Hwang; Christiane Weirauch,https://orcid.org/0000-0003-3462-2142; https://orcid.org/0000-0003-4492-4515,Wei Song Hwang,https://ror.org/03nawhv43,"University of California, Riverside",US,Scarabaeidae Beetle Taxonomy and Biogeography; Fossil Insects in Amber; Insect symbiosis and bacterial influences,Earth and Planetary Sciences; Agricultural and Biological Sciences; Agricultural and Biological Sciences,Physical Sciences; Life Sciences,
https://openalex.org/W3041128419,https://doi.org/10.1007/s13225-020-00448-4,Microfungi associated with Clematis (Ranunculaceae) with an integrated approach to delimiting species boundaries,2020,2020-05-01,article,en,true,hybrid,Fungal Diversity,journal,1560-2745,Springer Science+Business Media,191,290,18,Chayanard Phukhamsakda; Eric H. C. McKenzie; Alan J. L. Phillips; E. B. Gareth Jones; D. Jayarama Bhat; Marc Stadler; Chitrabhanu S. Bhunjun; Dhanushka N. Wanasinghe; Benjarong Thongbai; Erio Camporesi; Damien Ertz; Ruvishika S. Jayawardena; Rekhani H. Perera; Anusha H. Ekanayake; Saowaluck Tibpromma; Mingkwan Doilom; Jianchu Xu; Kevin D. Hyde,https://orcid.org/0000-0002-1033-937X; https://orcid.org/0000-0001-9400-7112; https://orcid.org/0000-0001-6367-9784; https://orcid.org/0000-0002-3800-5910; https://orcid.org/0000-0002-7284-8671; https://orcid.org/0000-0001-8098-3390; https://orcid.org/0000-0003-1759-3933; https://orcid.org/0000-0001-7399-0269; https://orcid.org/0000-0002-2801-9462; https://orcid.org/0000-0001-8746-3187; https://orcid.org/0000-0001-7702-4885; https://orcid.org/0000-0002-1360-5362; https://orcid.org/0000-0002-4706-6547; https://orcid.org/0000-0001-6167-3637; https://orcid.org/0000-0002-2485-2254; https://orcid.org/0000-0002-2191-0762,Kevin D. Hyde,https://ror.org/000b7ms85; https://ror.org/02p9cyn66; https://ror.org/01c27hj86; https://ror.org/05avn2m80; https://ror.org/03d0p2685; https://ror.org/00mwhaw71; https://ror.org/02e5hx313; https://ror.org/034t30j35; https://ror.org/01h1jbk91,Zhongkai University of Agriculture and Engineering; Manaaki Whenua – Landcare Research; University of Lisbon; Edwards (United Kingdom); Helmholtz Centre for Infection Research; Mae Fah Luang University; Kunming Institute of Botany; Chinese Academy of Sciences; Meise Botanic Garden,CN; NZ; PT; GB; DE; TH; BE,Plant Pathogens and Fungal Diseases; Mycorrhizal Fungi and Plant Interactions; Lichen and fungal ecology,"Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences; Agricultural and Biological Sciences",Life Sciences,
https://openalex.org/W2345764476,https://doi.org/10.1038/ncomms11461,Plate tectonics drive tropical reef biodiversity dynamics,2016,2016-05-06,article,en,true,gold,Nature Communications,journal,2041-1723,Nature Portfolio,179,68,12,Fabien Leprieur; Patrice Descombes; Théo Gaboriau; Peter F. Cowman; Valériano Parravicini; Michel Kulbicki; Carlos J. Melián; Charles Novaes de Santana; Christian Heine; David Mouillot; David R. Bellwood; Loïc Pellissier,https://orcid.org/0000-0001-6869-342X; https://orcid.org/0000-0002-3760-9907; https://orcid.org/0000-0001-5977-5327; https://orcid.org/0000-0002-3408-1625; https://orcid.org/0000-0003-1258-5061; https://orcid.org/0000-0003-3974-6515; https://orcid.org/0000-0003-3988-4360; https://orcid.org/0000-0001-7067-5650; https://orcid.org/0000-0003-0402-2605; https://orcid.org/0000-0001-8911-1804; https://orcid.org/0000-0002-2289-8259,Fabien Leprieur,https://ror.org/02feahw73; https://ror.org/044jxhp58; https://ror.org/049dk3691; https://ror.org/05q3vnk25; https://ror.org/022fs9h90; https://ror.org/04bs5yc70; https://ror.org/05a28rw58; https://ror.org/03v76x132; https://ror.org/03am2jy38; https://ror.org/046b3cj80; https://ror.org/01v4vcm68; https://ror.org/00pc48d59; https://ror.org/0384j8v12; https://ror.org/05mmh0f86; https://ror.org/028cdc266; https://ror.org/04gsp2c11,"Centre National de la Recherche Scientifique; Ifremer; Marine Biodiversity Exploitation and Conservation; Institut de Recherche pour le Développement; University of Fribourg; Swiss Federal Institute for Forest, Snow and Landscape Research; ETH Zurich; Yale University; Université de Perpignan; École Pratique des Hautes Études; Labex Corail; Swiss Federal Institute of Aquatic Science and Technology; The University of Sydney; Australian Research Council; ARC Centre of Excellence for Coral Reef Studies; James Cook University",FR; CH; US; AU,Coral and Marine Ecosystems Studies; Evolution and Paleontology Studies; Paleontology and Stratigraphy of Fossils,Environmental Science; Earth and Planetary Sciences; Earth and Planetary Sciences,Physical Sciences,
https://openalex.org/W2135630507,https://doi.org/10.3732/ajb.1200256,The plastid genome of the mycoheterotrophic <i>Corallorhiza striata</i> (Orchidaceae) is in the relatively early stages of degradation,2012,2012-08-31,article,en,false,closed,American Journal of Botany,journal,0002-9122,Wiley,178,80,2,Craig F. Barrett; Jerrold I. Davis,https://orcid.org/0000-0001-8870-3672,Craig F. Barrett,https://ror.org/05bnh6r87; https://ror.org/0294hxs80,Cornell University; California State University Los Angeles,US,Photosynthetic Processes and Mechanisms; Genomics and Phylogenetic Studies; Plant Diversity and Evolution,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Life Sciences,
